Object,Date,Price,Location,Seller,Image,Link
"5401\tAncient Roman early bronze zoomorphic fibula ""Herpaliki ""1 - 2nd century AD",,0.99,"London, United Kingdom",petronius_2008,https://i.ebayimg.com/images/g/zEUAAOSwf3BeqE66/s-l400.jpg,https://www.ebay.co.uk/itm/5401-Ancient-Roman-early-bronze-zoomorphic-fibula-Herpaliki-1-2nd-century-AD/174264818657?hash=item2892fe1be1:g:zEUAAOSwf3BeqE66
Medieval Teardrop Gold Guilt PENDANT 15-16th Century AD Detecting,,26.00,"tamworth, United Kingdom",britishvintageboutique1,https://i.ebayimg.com/images/g/GtIAAOSw4iperDs6/s-l400.jpg,https://www.ebay.co.uk/itm/Medieval-Teardrop-Gold-Guilt-PENDANT-15-16th-Century-AD-Detecting/303556410855?hash=item46ad5f3de7:g:GtIAAOSw4iperDs6
CHINESE WHITE HETIAN JADE BRACELET,,4.99,"London, United Kingdom",antiques.apollo,https://i.ebayimg.com/images/g/wBYAAOSwnu1eh0VS/s-l400.jpg,https://www.ebay.co.uk/itm/CHINESE-WHITE-HETIAN-JADE-BRACELET/353057779363?hash=item5233e22ea3:g:wBYAAOSwnu1eh0VS
ANTIQUE 20thC RUSSIAN FABERGE SILVER-MOUNTED ON GREEN MARBLE INKSTAND c.1910,,"37,595.00","London, United Kingdom",pushkin.antiques,https://i.ebayimg.com/images/g/GTUAAOSwTjdeeoXc/s-l400.jpg,https://www.ebay.co.uk/itm/ANTIQUE-20thC-RUSSIAN-FABERGE-SILVER-MOUNTED-ON-GREEN-MARBLE-INKSTAND-c-1910/392738093950?_trkparms=ispr%3D1&hash=item5b7103bb7e:g:GTUAAOSwTjdeeoXc&enc=AQAEAAACcIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKcMTUiP84T5kv%2FuCsjbxUm5gESfHoFgapJ5t08SPrbSORfDgcmsecM1tXZeCvMCQ4cFpC6bkVGK%2BIIQrL%2FaRKbkwV%2BF4k5EqZO8EhaxWuayefVyu67fhgbMKHrqGKMRspd0Lz8fEFcxK8o%2FocscImJaf%2BeYpMrpZAExEcv1Fl36%2BlbFHWVNKB%2FPkf53fI2xSXPgvfiiq39ki0imLSaMRZ%2BcHyUHltmZ3%2FrfojP2rwEiVfwghiGeThG8%2BfteCRIMfvmwPmGREuP%2FeQa4OSf3FX31yjs48hIH6320vTwt7j%2FBgwKWV%2BgFPMEBL9NCVzk87I9yhkxgvcTM%2BsDAxWEu0o%2BqxFlUGzwfrRCqCgHJwMZqAlnE3QostG70uLu4gSLShYKCLxcRPOBf%2Bxxq1N4ANSTxSlZgXUti7w1XVRMkpWUhK%2B4q9%2BjHGBBiM0wLNH2riScYl0J8C4RjBNJomSxRtiAFmk1KNopmS%2BsO8B8lJK%2FGWxtTFAFzBqIglixHGR%2FYMS%2BSPi%2FMSGSi%2BmWvydrxFPiSCi%2BvuGWWYfgkcpRmcE60vi15dOKb4wRkiK37NR%2FDVNWLPdN%2BkVzeKGgLjPZWunaOOPJfynCYcyd7E8JnphpN3%2FI9UbdOGansK6CCry%2BAenY6CjNtXd6rz150QXFsCWw%2F%2FQSxPVk54stKMX3m%2FkGgXTEbBEkjR0xeoUd3PLYUzaGpA%2BRz0XQh53yTQu3rujsY2S0VlEA%2BVEYUxyG7CkDcBXUGCUokBu11Qh9r2rUZDSfagiPVc9zAk6F3SwvimBQA%3D%3D&checksum=3927380939506174c9e0348646f1b5f7b19fe525f766
Late Roman Iron Blade 9th-11th Century AD,,130.00,"London London, GB, United Kingdom",lifepik77,https://i.ebayimg.com/images/g/pnIAAOSw8W5aaNMk/s-l400.jpg,https://www.ebay.co.uk/itm/Late-Roman-Iron-Blade-9th-11th-Century-AD/401844353666?_trkparms=ispr%3D1&hash=item5d8fca3a82:g:pnIAAOSw8W5aaNMk&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKPst8O3a018v1Mw9qxMpjJUeVIlK7vFMDoxVNeW2NoqHJ31djRF18OUla2h9HvlPu8Xa0mSclRxCZBLN2RpdvFgX8TlzksOsVFk0NNGos5qoDWLDDQybQFjqu6QXMls4PiAmM8q6rIdG8QJ5Ws4%2FiaY63ro28k8b6W3NO0V%2BpBOIgbrV8GdZBPlkicNxO8XYC%2Ffn1OFnmiVpXEdJPkkk62nkCBfe2LFVHL8SHFDXULgmhr9vG99KyDXECwt0vt6qpNFnJ3mUzYwiIKz4wKAcl0WgGg6RyFXdWPInh4waIhLcI9xFRtA%2F0SM4vb%2B4Eujdw3mB%2BlKzFWYuLUG1be5YCWQztSBlLDwOtiL3RQ5oPWqWcB4TSIdzNChYn9OWGMVqxSBczAmg9JpBb5lAEFBPwvkT9XUYqrQ%2FZnJWxKogrTLmPjV74beEVWaKSi5pcJlww0%2BeX0LksYm64ZX%2BuZvlTBikvQ4g7GC75YdOSiG2YohRvx3kRUX9HxMOPklUuHjLpR6s5lbum28celxiWLjHvRGd8sDY3zt1%2FMhKFEIrLgh%2BgkzuI6DjZxr5D5cIxv%2BGQtJgjjLzs9AkXAxSN4SlikHy8Y%2Bzx2lq4xcHfSGi5xpTiNjoT0ynPKoW7bcn%2FNgpdn%2BRj%2BWZoG5MNCdf3lAJiwy5D0jPKtrwKYTvrCzgN0OFQYRIQSgN8n%2B7WL58a3UokymOU3pToVqFpJAR%2Be%2FfnZD35T4zkJNWMmgmERhg%2B6zuu1kulcwLVTXH%2FE5kgX0AB&checksum=4018443536666174c9e0348646f1b5f7b19fe525f766
Large Viking Open-Work Bronze Mount,,0.99,"Brentwood, United Kingdom",taylajack7-0,https://i.ebayimg.com/images/g/eFYAAOSwZrRerBzs/s-l400.jpg,https://www.ebay.co.uk/itm/Large-Viking-Open-Work-Bronze-Mount/193445822925?hash=item2d0a4501cd:g:eFYAAOSwZrRerBzs
Roman Pottery shard of Derbyshire Ware - Partial Base and side fragment - Orange,,9.50,"Belper, United Kingdom",goaty69,https://i.ebayimg.com/images/g/XdIAAOSwISJeqxZs/s-l400.jpg,https://www.ebay.co.uk/itm/Roman-Pottery-shard-of-Derbyshire-Ware-Partial-Base-and-side-fragment-Orange/392782515543?hash=item5b73a98d57:g:XdIAAOSwISJeqxZs
Large Roman Bronze Key Handle,,11.50,"North Antrim Coast, United Kingdom",blueonceagain,https://i.ebayimg.com/images/g/ivUAAOSwtANeqEVO/s-l400.jpg,https://www.ebay.co.uk/itm/Large-Roman-Bronze-Key-Handle/402247186193?hash=item5da7ccf711:g:ivUAAOSwtANeqEVO
RARE ANCIENT NEAR EASTERN CLAY TABLET WITH EARLY FORM OF WRITING C. 2000-3000B.C,,4.20,"Forest Row, East Sussex, United Kingdom",hands_of_history,https://i.ebayimg.com/images/g/MWAAAOSwyjVeptDZ/s-l400.jpg,https://www.ebay.co.uk/itm/RARE-ANCIENT-NEAR-EASTERN-CLAY-TABLET-WITH-EARLY-FORM-OF-WRITING-C-2000-3000B-C/313065776793?hash=item48e42ca699:g:MWAAAOSwyjVeptDZ
Antique Russian Fedoskino Papier-mache Box,,92.00,"Ashbourne, United Kingdom",octobercottageantiques,https://i.ebayimg.com/images/g/7x0AAOSwXGVerV5~/s-l400.jpg,https://www.ebay.co.uk/itm/Antique-Russian-Fedoskino-Papier-mache-Box/293566710463?hash=item4459f082bf:g:7x0AAOSwXGVerV5~
DETECTOR FINDS ANCIENT ROMAN BRONZE SEAL RING WITH EAGLE ON BEZEL,,0.99,"Didcot, United Kingdom",antiquiti,https://i.ebayimg.com/images/g/-nEAAOSwIOFeptpP/s-l400.jpg,https://www.ebay.co.uk/itm/DETECTOR-FINDS-ANCIENT-ROMAN-BRONZE-SEAL-RING-WITH-EAGLE-ON-BEZEL/153910915026?hash=item23d5ce2fd2:g:-nEAAOSwIOFeptpP
BEAUTIFUL ANCIENT ROMAN GLASS IRIDESCENT DECORATED VIAL 200 - 300 AD,,4.20,"Didcot, United Kingdom",antiquiti,https://i.ebayimg.com/images/g/cIQAAOSwEutepwM-/s-l400.jpg,https://www.ebay.co.uk/itm/BEAUTIFUL-ANCIENT-ROMAN-GLASS-IRIDESCENT-DECORATED-VIAL-200-300-AD/153911073566?hash=item23d5d09b1e:g:cIQAAOSwEutepwM-
ULTRA RARE PHOENICIAN STATUETTE 300BC SUPER QUALITY (4),,12.50,"Forest Row, East Sussex, United Kingdom",hands_of_history,https://i.ebayimg.com/images/g/Ud4AAOSwvxBeptwJ/s-l400.jpg,https://www.ebay.co.uk/itm/ULTRA-RARE-PHOENICIAN-STATUETTE-300BC-SUPER-QUALITY-4/313065809991?hash=item48e42d2847:g:Ud4AAOSwvxBeptwJ
CIRCA 100 BC - 100 AD ANCIENT CELTIC BRONZE LEAPING HORSE FIGURINE,,2.20,"Didcot, United Kingdom",antiquiti,https://i.ebayimg.com/images/g/S2sAAOSwUF1ept16/s-l400.jpg,https://www.ebay.co.uk/itm/CIRCA-100-BC-100-AD-ANCIENT-CELTIC-BRONZE-LEAPING-HORSE-FIGURINE/153910925250?hash=item23d5ce57c2:g:S2sAAOSwUF1ept16
BEAUTIFUL ANTIQUE EGYPTIAN STONE STATUE SPHINX AND PYRAMID,,0.99,"Didcot, United Kingdom",antiquiti,https://i.ebayimg.com/images/g/ZbwAAOSw8jpepUpk/s-l400.jpg,https://www.ebay.co.uk/itm/BEAUTIFUL-ANTIQUE-EGYPTIAN-STONE-STATUE-SPHINX-AND-PYRAMID/153909663790?hash=item23d5bb182e:g:ZbwAAOSw8jpepUpk
CIRCA 500 BCE ANCIENT PERSIAN BRONZE RHYTON VESSEL WITH STAG HEAD,,24.00,"Didcot, United Kingdom",antiquiti,https://i.ebayimg.com/images/g/8k8AAOSwRRVepxIR/s-l400.jpg,https://www.ebay.co.uk/itm/CIRCA-500-BCE-ANCIENT-PERSIAN-BRONZE-RHYTON-VESSEL-WITH-STAG-HEAD/153911126605?hash=item23d5d16a4d:g:8k8AAOSwRRVepxIR
BEAUTIFUL ANCIENT EYE OF HORUS AMULET 300 BC (22),,3.20,"Forest Row, East Sussex, United Kingdom",hands_of_history,https://i.ebayimg.com/images/g/GBgAAOSwxBNepuFr/s-l400.jpg,https://www.ebay.co.uk/itm/BEAUTIFUL-ANCIENT-EYE-OF-HORUS-AMULET-300-BC-22/313065821821?hash=item48e42d567d:g:GBgAAOSwxBNepuFr
Un Researched Vintage bronze gaming Token gambling coin metal detecting detector,,0.99,"Pontefract, West Yorkshire, United Kingdom",craig20050,https://i.ebayimg.com/images/g/xwkAAOSwiYlekKHK/s-l400.jpg,https://www.ebay.co.uk/itm/Un-Researched-Vintage-bronze-gaming-Token-gambling-coin-metal-detecting-detector/373017309253?hash=item56d9907045:g:xwkAAOSwiYlekKHK
Roman Bow Brooch,,5.69,"b""Bishops Stortford, United Kingdom""",del550,https://i.ebayimg.com/images/g/kMYAAOSw8zZepEsS/s-l400.jpg,https://www.ebay.co.uk/itm/Roman-Bow-Brooch/202975293540?hash=item2f42453064:g:kMYAAOSw8zZepEsS
Ancient Roman bronze plaque depicting biblical male,,69.99,"Aylesbury, United Kingdom",lemurnan0,https://i.ebayimg.com/images/g/RRgAAOSwJ4xeqGpa/s-l400.jpg,https://www.ebay.co.uk/itm/Ancient-Roman-bronze-plaque-depicting-biblical-male/193442032866?hash=item2d0a0b2ce2:g:RRgAAOSwJ4xeqGpa
BEAUTIFUL ANCIENT EGYPTIAN STONE PLAQUE DEPICTING 6 HANDED FIGURE,,0.99,"Didcot, United Kingdom",antiquiti,https://i.ebayimg.com/images/g/iqUAAOSwztFepxAH/s-l400.jpg,https://www.ebay.co.uk/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-STONE-PLAQUE-DEPICTING-6-HANDED-FIGURE/153911118806?hash=item23d5d14bd6:g:iqUAAOSwztFepxAH
Ancient Roman Bronze RING (r023),,22.50,"Kirk Michael, United Kingdom",amarcd,https://i.ebayimg.com/images/g/cT4AAOSw3X1eqWwq/s-l400.jpg,https://www.ebay.co.uk/itm/Ancient-Roman-Bronze-RING-r023/193443004927?_trkparms=ispr%3D1&hash=item2d0a1a01ff:g:cT4AAOSw3X1eqWwq&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXK4PLYVaIgu9w9Os2XtDHJeibx1TKn60tmVdj0nHnePn%2BOg4bo4uoFonn7o82utVLR4isvMxv%2B3F%2FLdIYKKjQVj3P1eUzoy9rFdgeCUZksP37eihiZTHCeAVJE6VeogBGbob3spqWGbUcbn1XRt%2BCFeR86o8hLPP2LtPT%2FfBm5veaTfyDGCRxDfgpocDwoTpmnrBu8IAG5QSMi9GpdaOTkocBO%2FQK1D3C463ltwgGXvZfoOkIuc6W%2FvaKeCIIzdV5ZXk96MA44y1UbN4mjHAhXjj7%2BQBv16KRyxLq6Htdrgy4GFkYJ%2FMO4QSwRw3mr2ltsVL2bR8yQqjg%2FOWFzSLiORMTtkY%2B5ZgmdJQhDg6pOd3yAFM1stz%2FEaD4QuNN1xe9GZz1LrqRSAfIHMkRAfIwAVO1bmcNbRX5yk7sWPCwmQ9lIKkYOmLrFwxEHWWpiO4KPAPhPxu9A%2FRohCnThDwkMwbwbCkvzUmXd8hSE5eeMa8%2Bd5vHD%2Fpc5dXLAahks7Uni%2B%2BuQbulPDbtJMId4srZFdqnP%2BBQ3OASWME%2B1fcRJUcj6nwMqKzZZZviQBmoGKH8RLMI%2BNMTIVTvRz6GaYxNfTKAGwE%2FfFd9x9J9TwU8sL%2BgFMVIiACxNCmk7QC0Qd0AfUjVs9PCfhfc4GBLaoCVvhLbiBvdsnHBcN0EYWXgFsTE47L7W3NTFXITjtyQ%2FNb8AdrzdRT0B%2FNHlu6FT3LUuymwwD6yZn5TNhdkKK1sNG%2FYXUAvHdB614r0to%2F%2BjdAr6&checksum=1934430049276174c9e0348646f1b5f7b19fe525f766
"ANTIQUE 19thC RUSSIAN FABERGE JEWELLED GOLD & AGATE KOVSH, ERIK KOLLIN c.1880",,"9,995.00","London, United Kingdom",pushkin.antiques,https://i.ebayimg.com/images/g/QUYAAOSwSrxbMi6n/s-l400.jpg,https://www.ebay.co.uk/itm/ANTIQUE-19thC-RUSSIAN-FABERGE-JEWELLED-GOLD-AGATE-KOVSH-ERIK-KOLLIN-c-1880/142845430395?_trkparms=ispr%3D1&hash=item2142404a7b:g:QUYAAOSwSrxbMi6n&enc=AQAEAAACcIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKRMnMe4hpRS1YrOJd%2BCnTxZo%2FyAkqgKkO7A313BHiHZUz1FqTB1%2FcR5ZI%2BM0iaDqfd4LarZPZ7KKeMk4jMuxRkHYzaaOaJ4zYHLgcYOAFobnpIvKAueY3tNrdIDcpJY7MHfTx7qFovIzlrmpkTUXFzLIX6hmjkWky5DfPdf95SFs5IbHVdrmWTY%2Fx227HecVjAyvOOPdQewCc%2FzHx6WrnIG%2F5W6ZQmPrKii5xkwGE92VqlSs6FJxYHewpOoV9aT1RrQnSPGOrryXg%2FpfwPPVfK7MzdSQrvEdKgoxdfpNgYyQMN%2Frimm%2BKnkpljkMUroq6xYICMiE696Jh9gH%2FQqoHl1XNDIsaPCU1Uqsfldx2RyS97l9SixzMHnmCYb31liO0%2BBTWCPFelf0%2FbS6sA9h7UxWr7ESoqMLhWBaT3AGn%2FMsIheDK%2F4hk7A6WyrckVFQ3DV9fkNKguEOCEOuNghtGVWqu%2BdfuI0He5VBQqtfZU7XlTKZx6dmvlF0ib7T1bm5jeydrjq0hFZDZsYWz4T6ZPeUdF4pQ5o9eF19RgqxzhZkiMOht4uMjDBqm%2FJIy1d%2BZ%2FFQjuWXQB9vM0UcAsOPP5LPvNPqPsliPWPhOVf8tNESuYJzARlSnddEljCtggwVP7LPRgdg2JZWqVW5HNxlaOIfosi2LGYW3Iz3cxwVB3zxtHwAjXlJygYeGQJsK9m7B7I8lqzoL4FKysf0Aq4blghxPALRxS1pOc36FTjwYB%2BLRBs4eIHCbRJ21vTtBNjwXGLEuEgFyCtHbY%2BfP4ZydUw%3D%3D&checksum=1428454303956174c9e0348646f1b5f7b19fe525f766
Antique Coin,,60.00,"Essex, London, United Kingdom",theantiqueboutiquenicholas,https://i.ebayimg.com/images/g/6gwAAOSwM0Vdi4cz/s-l400.jpg,https://www.ebay.co.uk/itm/Antique-Coin/233351362158?_trkparms=ispr%3D1&hash=item3654d3366e:g:6gwAAOSwM0Vdi4cz&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKprB7XQ6kzQrRwmk40BQLKEjhyJgGoOfHgAAySCJDT7%2FQPW3QrN0zBOm0WydGV2WiM3KscjikljRKw0Xnq%2F%2BxxTL3Ul36t9%2Bw%2B%2F1vztuCxnSUChICbgLkdOxmvV1wc8xbUWsRKYQ5qBkxDE%2BxowYe9EiYLFdBX%2FhvejhXK4SCCLdzS5UbubEakV3gZzfOqHVOHygVg8fSo5gQGSiL7fDjqqS%2B69HU8LzHKmGfgJ6ilMT4Z7bQVz92B4TQmWt3PGz1vThoSjtSTKoDZGwzIJ279FVJED0Slcav%2F9XWvio6CAI3OV%2BH5%2BJFwYTNMkHzNFziCBtEVhXSYi1yfFiyAxnIMGdCBjH7g8bNG9SvLjkr519K4uhSJqtW%2FHquEpXBMpRboX5peN6sMaNzT%2BpiQXhPV1BwaaNF0yZVG0hNJ8u8dhUdhv%2B81xO1j%2BGx2%2F5dF%2FE0SFRh0vLAC9ZUc24dGF24WRb5Gle1H6I4tXSm7Ib33ILJ03ymW%2BcrLYqc6if780GCV%2BpMu%2Bb7nY7Us1wQztFaB9LAOCs2c%2B8XO6Kvus4Vcjbtnv9xX1AJkgJUVoNGbk8ryexpOKZm0iASOH9BbaNVPAX%2BM%2F3Xb%2FaUVCk8%2FMf5JtfPQHJVjlmYyrjUEq0Fbs8LYW1CH7tv6vSC6Vkzltwx3sl5K30B3E%2F5VCaEtIgtgWF%2FQVfZhMPxqFV6q9xVoIvjrozKt%2FpSiOyROb4gBvw6x5Gkk1koAfpoy1lhB5TTRuvBPvt92e2Lv9htHUP14B4h&checksum=233351362158a99e3120a72c4a40aa02d1aa3f9a8288
Antique Coin,,60.00,"Essex, London, United Kingdom",theantiqueboutiquenicholas,https://i.ebayimg.com/images/g/2yoAAOSwpt9di4WM/s-l400.jpg,https://www.ebay.co.uk/itm/Antique-Coin/333340290666?_trkparms=ispr%3D1&hash=item4d9ca12e6a:g:2yoAAOSwpt9di4WM&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKjzb4uel3XQiGEzY4CITgmhfe4p9MlhX6t%2B1YUeZhk1dbnJr4gND4EgvoB2aieg9jk3AWoqkGeTiQSKOsvuOgC5%2F26hxl%2BgY3UMH%2F7c0cSHDifpux9kJWvWLxUmwq16NyFqHL4kA9T29n286pV8KjWm9C7%2FMq1nnWNFxnbK5Tq4Wzd81fLa%2FjgeA8RnAjg6kkzJwuiMDeYqRoFXBeqS8w8nV9rJdM6mUC%2B1NGvpajbS%2BJbZ593i5At2NGcYTHMMJ1mYdAM%2F1Leeej7yabtOUoMjr1w%2FHapAw4szjcgWvAnQ3tz92yZODUKh1IMiOKnngFjkX9EruQwpOVFTJUgCVJSYrd2KQhir3iWfX2rytM3B3su8B1w7YjBAYRAxAM3%2BumGGJctM4aRgURbQ4nHOy9LjeXmfjUguOCQAWu2M4AJdnef0keChy%2F7YyK3m4wtT8vWo86qpMF2E%2Bacpdz%2BJxR%2Bv4FrIvpIoOPEbhOG714Fy%2BC9Gmm0zZ%2BG5oSY9101UVpHRJaBfVr5ScZFsMrA5ecfHUFzqMCFw0XUEuYlN%2FPTK%2FlpbSe0NBrL%2FcxGHuqSKgwtLdfxPJMmeteXBviqQp0WypN2aOnEh9bgCjiLaxgyT5HSLu%2FYyZk6zM2%2Bm0b9GWRJ34sMe5UotN%2Bw4DcIquGuxeHg2OsCQP3t%2BG7y7g4lnQbj30jP%2FBrPFM4gM2YY6NdLhzRcUNgTvQokp6nkX4r7kG0H21HuTmSg9PzDBOorkF%2FIN0UcZ7IHhMUHbwMdUm4&checksum=333340290666a99e3120a72c4a40aa02d1aa3f9a8288
VERY FINE WEARABLE LATE MEDIEVAL SILVER GILT FEDE RING WITH A HEART ON THE BACK,,139.00,"Evesham, United Kingdom",svistoy-26,https://i.ebayimg.com/images/g/Y7gAAOSwsH5eq~R7/s-l400.jpg,https://www.ebay.co.uk/itm/VERY-FINE-WEARABLE-LATE-MEDIEVAL-SILVER-GILT-FEDE-RING-WITH-A-HEART-ON-THE-BACK/313070039102?_trkparms=ispr%3D1&hash=item48e46db03e:g:Y7gAAOSwsH5eq~R7&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXK9t7xxMj3q%2B%2B%2Bz%2BPuf4iZreojfTzOZiBdl40f8YZoceWS7nAAFptUAq2ooDfkavgoaCpvrVHTbjgmt6zUVENI0LKsHZiix8lzx4iMI77udtjZo8S9VibNfG9V4BhlJOhTnd%2BkPHNM4nJwqwPDrs5DeZkqtJ8vRHaJLf8Ub9sdKCKX5j%2FPh5ZLWK%2BRcHnBS7mh3qvxYcrKwcm6xmpkeoBZ%2FcUkwQ23URSqd8AZs%2BHa4KrBp0pnLofQlrYkObRIeCmuBsj2Nzfs8BSNXG3in9iK6IujnfrUhMEgsj0%2F%2FU1Ya4LrKBOWUVVxRuAmbtVOQdLgtaYNTgY9lbU7t0MOkE2qjlCLtJvFUREqHbJPf2SFe8eCPZNuy6unUXm618RAxDFeUSddcTv%2BtOjM9EsTuCRi2wQUos0nwOTNtl21hcg%2BbZKdIXIVUggAhNYQdl%2BYGj04R5y1GnGw8tYIcv%2BxeV1fC3uDFo%2BKEof0LcYo9aBipoF8lESzjXUEuunFY5hSIK4HS50Ac%2B1a9uzAtkeW4AQy6lmOLwJ1Wl122bdpmWaib1yx8f6G9%2FoZ3xfZtDt8xMbi%2FBwVw6fHE1DiogKFu5wQ7ftGgcNJip99Ny5VJ9yuLHA5vi22%2Fsdwq5E7TcJOjR%2FKVALyocT0sXFmKr7q%2FZQJvb6%2Fbmsohy0%2BpTczPcwn2lsMTroeMsKRnUpRDAwxEbCRsn6ysXBcNr3CpSSMTSt%2B6lFmDV%2BfSVu5UGg99JVPUtjQWSx9YZQxUfDnNSwhSklP&checksum=313070039102a99e3120a72c4a40aa02d1aa3f9a8288
"EARLY BYZANTINE GILT SILVER RING WITH A CROSS AND AN INSCRIPTED NAME - ,,PETROS""",,130.00,"Evesham, United Kingdom",svistoy-26,https://i.ebayimg.com/images/g/JXIAAOSwtZpejtMW/s-l400.jpg,https://www.ebay.co.uk/itm/EARLY-BYZANTINE-GILT-SILVER-RING-WITH-A-CROSS-AND-AN-INSCRIPTED-NAME-PETROS/313049501065?_trkparms=ispr%3D1&hash=item48e3344d89:g:JXIAAOSwtZpejtMW&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXK9t7xxMj3q%2B%2B%2Bz%2BPuf4iZrfTn%2F7ePVQlqBl9APg0JZpuYJtgSL9sRyXnGlkKXWTiDLfD1xt67C5KYCKw3xM%2FySPU6XJsaD2WzonICgX4hJxTMI99RWvC1OmvxmJiOT4KW1U2kHIMnodeWOJPpw1wmLPWwxqmABQ7mcA8KhL%2BmVBdB7eFTnkWdUMq%2FLSGDGiSalAndbSJng9wA92uRrMm62TNW1oSq6bmQMR%2BvCP1UdmKhxUyawRLMx6IvU1qOJ7kqY0C%2BNrjY2d8PnwYx8PPeffLKuJNM97XlyhnpLusjv1uYJqpMrebv3u%2BaC3v69SV85I76HO8%2FJfSZh5cVqpb%2Bh%2BXXHs5u5g47fycUmDNWn0euyaQCH%2BHesvk80Z6NMPw%2BR4XMxxHqMdPOz3Z4jnG41q%2BEdeqaBbeXddPoQlLervboUe3o31OgLZuxqVKSz7S8d9N2U5qIrRQcrjMG41mKrGA89qtVsYk41PiIXLBgeRyjse47a0e6V4JdxwMKiEUgaEBMKDTdDXE8u4UHq%2Bx%2F0KTEiUB3MxByCN8%2BJ4RGiQXHs2OOJ%2FcJkuy1scWzltVGMaFylwJPvtQoHac4Ce8UAMeeA%2FDK0quZUpJkyZoT6SkDLlEH3sHCx9kcqXs3iLpuxBafhIqyTT8tSIPkWHMtMrKjXNTSS7JuNtovQUDObcdSxmucXbaS6zkiMGWtPqrzj3WPaFbZnFneBvfsiDuyeZDg590vnt1h1RqDVvhVcPPh%2FXZwVids2v%2Bqss%2ByU7IH&checksum=313049501065a99e3120a72c4a40aa02d1aa3f9a8288
DISTINCT ANCIENT ROMAN SILVER PHALLIC AMULET WITH A DOG,,145.00,"Evesham, United Kingdom",svistoy-26,https://i.ebayimg.com/images/g/aHoAAOSwJjtef8Dg/s-l400.jpg,https://www.ebay.co.uk/itm/DISTINCT-ANCIENT-ROMAN-SILVER-PHALLIC-AMULET-WITH-A-DOG/313040807439?_trkparms=ispr%3D1&hash=item48e2afa60f:g:aHoAAOSwJjtef8Dg&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXK9t7xxMj3q%2B%2B%2Bz%2BPuf4iZrXwUqXiP%2B7QJBunI%2FA3P2VSY68O5sryj4SCyp4FVVSmrqDHMXVy9Ecsmb2ybv5RxEqaz4CaONzofS%2FMUY30s2Ih%2BfMFwbZ4acFkRCDlhUL52zY%2BgHEKk4LK9cxK4U%2BA3%2FasWz7FuTcxKrC1YdwyjwaFhXepIZC%2Bw5ytzQSsQogHYEw728eRHrjJNuFwDlWTRnvYeqbzlg3LHT2Ad2PEXicWh1CLyv9XLblFLc3%2F9wLeAbE61pJ%2Fyv5G5FkVxa24BveRshYqkqEeG%2By84BJ5rYJ5LG2qkZH36dZtCuAdTZ%2FrP0yVsE%2BWlfhbtUMqRWK9tNHLK8la1AgfGRbbhiCuN%2BNmlx04LvglzOCKuANxKhaOFkJd7gmmxHTccj6zCnfkbUdR04FgwSWZpnjBTuJLPpBRjd5CDLK6ePKnwOer3Mr1KKe6PTQBBdaarKJbFHU2w1HZzoQDy2MbkJSTxvYeKGTvTnhoIutqnnzBtUL9TaYHKqZoiRF5fD%2FPVtaaxb32Aly8ZGZgfMvEpSPgJPsJtZTdSUz8FLCV0jV2N5r5wtDr84gdJm0d0zUZYK40CwmcWlRc%2FltsmPpBVxb4qy2Ack4Rpq8dkuK3eNTtJfiO%2BHznuG%2FZzdW3vRnsnmieZZJClh5OKdoRtsnLDFEOOQ2%2BKyvrfCKtFPFbLj4xVc9hVN4HpIK2u3wi4LOc9YqfK3b%2BVO6UkpjsFvRYF9ARI9oC%2FJgzkmX1cxYu15ml%2FK%2F5voGze&checksum=313040807439a99e3120a72c4a40aa02d1aa3f9a8288
CIRCA 900 - 1100 AD VIKING ERA NORDIC BRONZE WARRIORS BRACELET SERPENT HEAD,,12.45,"Didcot, United Kingdom",antiquiti,https://i.ebayimg.com/images/g/FqYAAOSwPz1epsbP/s-l400.jpg,https://www.ebay.co.uk/itm/CIRCA-900-1100-AD-VIKING-ERA-NORDIC-BRONZE-WARRIORS-BRACELET-SERPENT-HEAD/153910855362?hash=item23d5cd46c2:g:FqYAAOSwPz1epsbP
Stone Ushabti / Shabti   10cms    New Kingdom (1549\xe2\x80\x931069 BC)      Authentic,,10.00,"Glastonbury, United Kingdom",andrerobins1,https://i.ebayimg.com/images/g/xJ8AAOSw1adeSnSj/s-l400.jpg,https://www.ebay.co.uk/itm/Stone-Ushabti-Shabti-10cms-New-Kingdom-1549-1069-BC-Authentic/283864546016?hash=item4217a53ae0:g:xJ8AAOSw1adeSnSj
